,y,prd_y
966,3.9,3.9381939912863584
967,4.07,3.871977556483262
968,4.05,3.951352930547665
969,4.18,3.9837386224756295
970,3.81,3.79131768437129
971,3.96,3.939469424362778
972,4.22,3.8975487706746486
973,3.96,3.921758976869134
974,4.17,3.9073898859177008
975,4.35,3.9943903676916555
976,4.02,3.9134023758363363
977,3.84,3.8859519840571815
978,3.94,3.841551703202241
979,4.12,4.0268886304712
980,4.19,4.077299045773913
981,3.84,3.882564535563166
982,3.94,3.9674870571310827
983,3.56,3.880771203102993
984,4.52,3.9572878256871635
985,4.09,4.035443534142507
986,4.1,4.01320991351683
987,3.9,3.890249635004618
988,4.11,4.026525970626839
989,3.26,4.004802587402777
990,3.82,3.954979754616089
991,3.98,3.9447591917654967
992,3.36,3.8734208097332554
993,3.87,3.9225460556294
994,4.28,4.023693473146986
995,4.1,4.032841724370005
996,3.46,3.813199470624754
997,4.08,3.957293950230588
998,3.9,3.928100219446819
999,3.84,3.955097702416786
