,num_pages,ratings_count,text_reviews_count,author_num,language_code,publisher,author1,author2,author3,average_rating
7809,4.59998166357652,-0.15899274402253857,-0.2079481895038628,0.15105322550456313,3.9345574999999924,3.9356450000000005,3.9356450000000005,3.9356450000000005,3.9356450000000005,4.43
7810,-0.546803296133422,-0.15887394281049125,-0.20719975795039092,-0.4092332192453,3.934651249999992,3.91,3.9356450000000005,3.9356450000000005,3.8950000000000005,3.68
7811,0.27122875044299255,-0.15903517302684117,-0.2079481895038628,-0.4092332192453,3.9346524999999923,3.9356450000000005,3.8180000000000005,3.8180000000000005,3.7866666666666666,3.67
7812,0.8421469496161152,-0.09561229739529314,-0.16079700163513386,1.8319125597541526,3.9345874999999926,3.948918918918917,4.145,3.9356450000000005,3.9356450000000005,4.19
7813,0.8165834481606022,-0.1587805990010255,-0.2053286790667112,-0.4092332192453,3.919267912772583,3.953648648648647,3.9356450000000005,3.9356450000000005,3.9356450000000005,3.84
7814,0.2754893340189114,-0.11715774578016075,-0.14283464435180854,-0.4092332192453,3.934588749999992,3.837567567567568,4.228571428571429,4.228571428571429,4.291666666666667,4.18
7815,-1.4117017620449437,-0.15659126237901058,-0.18399837979276237,-0.4092332192453,3.934562499999992,3.9356450000000005,4.25875,4.2733333333333325,4.226666666666667,4.39
7816,-0.546803296133422,-0.15628577354803178,-0.19223112688095315,-0.4092332192453,3.934639999999992,3.9229729729729717,3.9356450000000005,3.9356450000000005,3.9356450000000005,3.77
7817,-0.2656047801227795,-0.15776230289776275,-0.20083808974587986,-0.4092332192453,3.934623749999992,3.9356450000000005,4.049166666666666,4.054545454545455,3.9899999999999998,3.9
7818,-0.5595850468611785,-0.14933590264326352,-0.20121230552261582,0.15105322550456313,3.9345787499999925,4.2436842105263155,4.219333333333333,4.215714285714286,4.273333333333333,4.26
7819,-0.5808879647407726,-0.15727012644785243,-0.2053286790667112,0.15105322550456313,3.9345962499999922,4.036538461538462,3.93,4.079999999999999,3.9356450000000005,4.12
7820,-1.2029331668249212,-0.1274764796265566,-0.11813640308723623,0.7113396702544262,3.9345587499999923,3.98962962962963,4.343333333333333,3.9356450000000005,3.9356450000000005,4.42
7821,3.2706795878898465,-0.07738479714688999,-0.13347924993340993,-0.4092332192453,3.934573749999992,3.886122448979594,4.085,4.085,4.085,4.3
7822,-0.0014485984158122943,-0.15887394281049125,-0.20719975795039092,-0.4092332192453,3.9289893617021288,4.06,4.29,4.29,4.29,4.29
7823,0.748414110945901,-0.14170716766965344,-0.1297370921660505,-0.4092332192453,3.9346024999999925,3.9800000000000004,3.918,3.918,3.918,4.07
7824,-0.2826471144264548,-0.15777927449948378,-0.20308338440629553,0.7113396702544262,3.934608749999992,3.9356450000000005,3.9448749999999997,3.9356450000000005,3.9356450000000005,4.02
7825,0.27122875044299255,-0.1588230280053281,-0.2045802475132393,0.15105322550456313,3.934628749999992,3.975466666666667,3.978275862068965,4.0115,3.820909090909091,3.86
7826,0.6504206886997681,-0.15634517415405544,-0.18848896911359372,0.7113396702544262,3.9345937499999923,3.938773006134968,4.332307692307692,3.9356450000000005,4.396666666666667,4.14
7827,-0.30821061588196774,-0.15463104238022982,-0.17875935891845918,0.15105322550456313,3.919236760124608,3.9608333333333334,3.9356450000000005,3.9356450000000005,3.819090909090909,3.88
7828,-0.06961793563051351,-0.12082361175190663,-0.02420824312651427,0.15105322550456313,3.934679999999992,3.9366666666666656,3.9356450000000005,3.9356450000000005,3.9356450000000005,3.45
7829,-0.3295135337615619,0.07440072284528283,0.368718322446227,-0.4092332192453,3.9346537499999923,3.928208955223879,3.87,3.87,3.87,3.66
7830,0.9529221225900047,-0.10943566699708493,-0.023085595796306438,0.15105322550456313,3.9346249999999925,3.9093939393939388,3.9772413793103443,4.01,3.9356450000000005,3.89
7831,-0.8194806449922268,-0.03469273301759936,0.2115476962171305,0.15105322550456313,3.934628749999992,4.138333333333333,4.245,4.245,4.24,3.86
7832,-0.5808879647407726,-0.1435401006555264,-0.1503189598865274,0.15105322550456313,3.9301595744680857,3.9220895522388046,4.140000000000001,4.140000000000001,3.9356450000000005,4.07
7833,-0.376379953096669,0.2558610884467042,0.2987399721966055,1.8319125597541526,3.9346187499999923,3.884210526315789,4.202631578947369,3.9356450000000005,3.9356450000000005,3.94
7834,0.8591892839197905,-0.1527047655848911,-0.179882006248667,0.15105322550456313,3.9346274999999924,3.9195510204081656,3.5475,3.5475,3.9356450000000005,3.87
7835,0.4757367620870962,-0.14310732481163974,-0.19447642154136882,-0.4092332192453,3.9345674999999924,3.9072972972972964,4.035,4.0249999999999995,4.017999999999999,4.35
7836,-0.5425427125575032,-0.1500317383138264,-0.20083808974587986,0.15105322550456313,3.9189330218068505,3.9766666666666666,3.9766666666666666,3.9766666666666666,4.1275,4.27
7837,0.6717236065793623,-0.012485392165610978,0.08244325324322979,-0.4092332192453,3.934622499999992,3.8286666666666673,4.233000000000001,4.233000000000001,4.228888888888889,3.91
7838,0.28827108474666785,-0.15155069666786,-0.2019607370760877,0.7113396702544262,3.9346162499999924,3.5100000000000002,3.9356450000000005,3.9356450000000005,3.9356450000000005,3.96
7839,-0.2485624458191042,-0.14449051035190497,-0.1551837649840947,-0.4092332192453,3.9346412499999923,3.8790000000000004,3.9579999999999997,3.9579999999999997,3.885714285714286,3.76
7840,-0.32099236660972424,-0.12791774127130376,-0.05115177905150224,-0.4092332192453,3.934623749999992,3.9194594594594583,3.9356450000000005,3.9356450000000005,3.9356450000000005,3.9
7841,0.6802447737311998,-0.14022215251906195,-0.1435830759052804,-0.4092332192453,3.9191355140186888,3.810434782608695,3.9356450000000005,3.9356450000000005,3.9356450000000005,4.01
7842,0.6120754365164986,0.7444310729913092,1.1732822424285068,-0.4092332192453,3.934573749999992,3.866666666666667,4.333333333333333,4.333333333333333,4.333333333333333,4.3
7843,-0.22725952793951007,-0.009040157016238688,0.11836796780988042,-0.4092332192453,3.9346362499999925,3.9356450000000005,3.7788888888888894,3.8542857142857145,3.8433333333333337,3.8
7844,0.12210832528583367,-0.1589248576156544,-0.2079481895038628,0.15105322550456313,3.97922480620155,3.8878571428571425,3.6792857142857147,3.686153846153846,3.9356450000000005,3.92
7845,-0.5638456304370973,0.024699387205200297,0.050260696443938595,0.15105322550456313,3.934562499999992,4.241973684210526,4.365833333333333,4.41,4.386666666666667,4.39
